Rows Date Seconds Milliseconds
106 -- 2023-03-21-22-35 -- 23 -- 410911
107 -- 2023-03-21-22-35 -- 23 -- 423478
108 -- 2023-03-21-22-35 -- 23 -- 434313
109 -- 2023-03-21-22-35 -- 23 -- 446859
110 -- 2023-03-21-22-35 -- 23 -- 458443
111 -- 2023-03-21-22-35 -- 23 -- 470261
112 -- 2023-03-21-22-35 -- 23 -- 482831
113 -- 2023-03-21-22-35 -- 23 -- 495424
114 -- 2023-03-21-22-35 -- 23 -- 505705
115 -- 2023-03-21-22-35 -- 23 -- 518085
116 -- 2023-03-21-22-35 -- 23 -- 530690
117 -- 2023-03-21-22-35 -- 23 -- 543313
118 -- 2023-03-21-22-35 -- 23 -- 555924
119 -- 2023-03-21-22-35 -- 23 -- 566273
120 -- 2023-03-21-22-35 -- 23 -- 576713
121 -- 2023-03-21-22-35 -- 23 -- 587597
122 -- 2023-03-21-22-35 -- 23 -- 598594
123 -- 2023-03-21-22-35 -- 23 -- 608962
124 -- 2023-03-21-22-35 -- 23 -- 621538
125 -- 2023-03-21-22-35 -- 23 -- 634098
126 -- 2023-03-21-22-35 -- 23 -- 646645
127 -- 2023-03-21-22-35 -- 23 -- 659256
128 -- 2023-03-21-22-35 -- 23 -- 671822
129 -- 2023-03-21-22-35 -- 23 -- 684452
130 -- 2023-03-21-22-35 -- 23 -- 696987
131 -- 2023-03-21-22-35 -- 23 -- 709519
132 -- 2023-03-21-22-35 -- 23 -- 721418
133 -- 2023-03-21-22-35 -- 23 -- 734005
134 -- 2023-03-21-22-35 -- 23 -- 745249
135 -- 2023-03-21-22-35 -- 23 -- 757666
136 -- 2023-03-21-22-35 -- 23 -- 769056
137 -- 2023-03-21-22-35 -- 23 -- 781621
138 -- 2023-03-21-22-35 -- 23 -- 794169
139 -- 2023-03-21-22-35 -- 23 -- 806719
140 -- 2023-03-21-22-35 -- 23 -- 817897
141 -- 2023-03-21-22-35 -- 23 -- 830441
142 -- 2023-03-21-22-35 -- 23 -- 842970
143 -- 2023-03-21-22-35 -- 23 -- 855517
144 -- 2023-03-21-22-35 -- 23 -- 868071
145 -- 2023-03-21-22-35 -- 23 -- 880629
146 -- 2023-03-21-22-35 -- 23 -- 893174
147 -- 2023-03-21-22-35 -- 23 -- 905709
148 -- 2023-03-21-22-35 -- 23 -- 918284
149 -- 2023-03-21-22-35 -- 23 -- 928474
150 -- 2023-03-21-22-35 -- 23 -- 941040
151 -- 2023-03-21-22-35 -- 23 -- 953609
152 -- 2023-03-21-22-35 -- 23 -- 964770
153 -- 2023-03-21-22-35 -- 23 -- 976633
154 -- 2023-03-21-22-35 -- 23 -- 989186
155 -- 2023-03-21-22-35 -- 24 -- 1737
156 -- 2023-03-21-22-35 -- 24 -- 14298
157 -- 2023-03-21-22-35 -- 24 -- 26512
158 -- 2023-03-21-22-35 -- 24 -- 39065
159 -- 2023-03-21-22-35 -- 24 -- 49659
160 -- 2023-03-21-22-35 -- 24 -- 62184
161 -- 2023-03-21-22-35 -- 24 -- 73998
162 -- 2023-03-21-22-35 -- 24 -- 86528
163 -- 2023-03-21-22-35 -- 24 -- 99049
164 -- 2023-03-21-22-35 -- 24 -- 111594
165 -- 2023-03-21-22-35 -- 24 -- 123572
166 -- 2023-03-21-22-35 -- 24 -- 136097
167 -- 2023-03-21-22-35 -- 24 -- 148611
168 -- 2023-03-21-22-35 -- 24 -- 158834
169 -- 2023-03-21-22-35 -- 24 -- 168912
170 -- 2023-03-21-22-35 -- 24 -- 181436
171 -- 2023-03-21-22-35 -- 24 -- 191557
172 -- 2023-03-21-22-35 -- 24 -- 203570
173 -- 2023-03-21-22-35 -- 24 -- 216113
174 -- 2023-03-21-22-35 -- 24 -- 227573
175 -- 2023-03-21-22-35 -- 24 -- 239169
176 -- 2023-03-21-22-35 -- 24 -- 251569
177 -- 2023-03-21-22-35 -- 24 -- 263924
178 -- 2023-03-21-22-35 -- 24 -- 275575
179 -- 2023-03-21-22-35 -- 24 -- 288125
180 -- 2023-03-21-22-35 -- 24 -- 300540
181 -- 2023-03-21-22-35 -- 24 -- 312920
182 -- 2023-03-21-22-35 -- 24 -- 325463
183 -- 2023-03-21-22-35 -- 24 -- 337874
184 -- 2023-03-21-22-35 -- 24 -- 350255
185 -- 2023-03-21-22-35 -- 24 -- 362789
186 -- 2023-03-21-22-35 -- 24 -- 375317
187 -- 2023-03-21-22-35 -- 24 -- 385892
188 -- 2023-03-21-22-35 -- 24 -- 398248
189 -- 2023-03-21-22-35 -- 24 -- 410790
190 -- 2023-03-21-22-35 -- 24 -- 423202
191 -- 2023-03-21-22-35 -- 24 -- 435580
192 -- 2023-03-21-22-35 -- 24 -- 448117
193 -- 2023-03-21-22-35 -- 24 -- 460531
194 -- 2023-03-21-22-35 -- 24 -- 472953
195 -- 2023-03-21-22-35 -- 24 -- 485538
196 -- 2023-03-21-22-35 -- 24 -- 495672
197 -- 2023-03-21-22-35 -- 24 -- 508202
198 -- 2023-03-21-22-35 -- 24 -- 520735
199 -- 2023-03-21-22-35 -- 24 -- 533275
200 -- 2023-03-21-22-35 -- 24 -- 545805
201 -- 2023-03-21-22-35 -- 24 -- 557352
202 -- 2023-03-21-22-35 -- 24 -- 569896
203 -- 2023-03-21-22-35 -- 24 -- 579969
204 -- 2023-03-21-22-35 -- 24 -- 592842
205 -- 2023-03-21-22-35 -- 24 -- 603631
206 -- 2023-03-21-22-35 -- 24 -- 614442
207 -- 2023-03-21-22-35 -- 24 -- 625695
208 -- 2023-03-21-22-35 -- 24 -- 636440
209 -- 2023-03-21-22-35 -- 24 -- 647361
210 -- 2023-03-21-22-35 -- 24 -- 659908
211 -- 2023-03-21-22-35 -- 24 -- 672438
212 -- 2023-03-21-22-35 -- 24 -- 684036
213 -- 2023-03-21-22-35 -- 24 -- 695890
214 -- 2023-03-21-22-35 -- 24 -- 708430
215 -- 2023-03-21-22-35 -- 24 -- 719513
216 -- 2023-03-21-22-35 -- 24 -- 732039
217 -- 2023-03-21-22-35 -- 24 -- 744584
218 -- 2023-03-21-22-35 -- 24 -- 757147
219 -- 2023-03-21-22-35 -- 24 -- 768039
220 -- 2023-03-21-22-35 -- 24 -- 780628
221 -- 2023-03-21-22-35 -- 24 -- 792528
222 -- 2023-03-21-22-35 -- 24 -- 804613
223 -- 2023-03-21-22-35 -- 24 -- 817171
224 -- 2023-03-21-22-35 -- 24 -- 829530
225 -- 2023-03-21-22-35 -- 24 -- 839972
226 -- 2023-03-21-22-35 -- 24 -- 852507
227 -- 2023-03-21-22-35 -- 24 -- 864369
228 -- 2023-03-21-22-35 -- 24 -- 875834
229 -- 2023-03-21-22-35 -- 24 -- 888362
230 -- 2023-03-21-22-35 -- 24 -- 900889
231 -- 2023-03-21-22-35 -- 24 -- 911755
232 -- 2023-03-21-22-35 -- 24 -- 922321
233 -- 2023-03-21-22-35 -- 24 -- 933614
234 -- 2023-03-21-22-35 -- 24 -- 946150
235 -- 2023-03-21-22-35 -- 24 -- 957618
236 -- 2023-03-21-22-35 -- 24 -- 969512
237 -- 2023-03-21-22-35 -- 24 -- 981586
238 -- 2023-03-21-22-35 -- 24 -- 993367
239 -- 2023-03-21-22-35 -- 25 -- 5911
240 -- 2023-03-21-22-35 -- 25 -- 18465
241 -- 2023-03-21-22-35 -- 25 -- 29820
242 -- 2023-03-21-22-35 -- 25 -- 41435
243 -- 2023-03-21-22-35 -- 25 -- 52858
244 -- 2023-03-21-22-35 -- 25 -- 65400
245 -- 2023-03-21-22-35 -- 25 -- 77930
246 -- 2023-03-21-22-35 -- 25 -- 90491
247 -- 2023-03-21-22-35 -- 25 -- 102461
248 -- 2023-03-21-22-35 -- 25 -- 114993
249 -- 2023-03-21-22-35 -- 25 -- 127537
250 -- 2023-03-21-22-35 -- 25 -- 139518
251 -- 2023-03-21-22-35 -- 25 -- 152056
252 -- 2023-03-21-22-35 -- 25 -- 164352
253 -- 2023-03-21-22-35 -- 25 -- 175600
254 -- 2023-03-21-22-35 -- 25 -- 188128
255 -- 2023-03-21-22-35 -- 25 -- 200690
256 -- 2023-03-21-22-35 -- 25 -- 216307
257 -- 2023-03-21-22-35 -- 25 -- 227971
258 -- 2023-03-21-22-35 -- 25 -- 238565
259 -- 2023-03-21-22-35 -- 25 -- 251112
260 -- 2023-03-21-22-35 -- 25 -- 263670
261 -- 2023-03-21-22-35 -- 25 -- 275886
262 -- 2023-03-21-22-35 -- 25 -- 288460
263 -- 2023-03-21-22-35 -- 25 -- 300867
264 -- 2023-03-21-22-35 -- 25 -- 312296
265 -- 2023-03-21-22-35 -- 25 -- 324447
266 -- 2023-03-21-22-35 -- 25 -- 336813
267 -- 2023-03-21-22-35 -- 25 -- 347732
268 -- 2023-03-21-22-35 -- 25 -- 360340
269 -- 2023-03-21-22-35 -- 25 -- 371560
270 -- 2023-03-21-22-35 -- 25 -- 384081
271 -- 2023-03-21-22-35 -- 25 -- 394755
272 -- 2023-03-21-22-35 -- 25 -- 406239
273 -- 2023-03-21-22-35 -- 25 -- 417160
274 -- 2023-03-21-22-35 -- 25 -- 429695
275 -- 2023-03-21-22-35 -- 25 -- 442221
276 -- 2023-03-21-22-35 -- 25 -- 454733
277 -- 2023-03-21-22-35 -- 25 -- 467257
278 -- 2023-03-21-22-35 -- 25 -- 479778
279 -- 2023-03-21-22-35 -- 25 -- 492332
280 -- 2023-03-21-22-35 -- 25 -- 504920
281 -- 2023-03-21-22-35 -- 25 -- 517494
282 -- 2023-03-21-22-35 -- 25 -- 529388
283 -- 2023-03-21-22-35 -- 25 -- 539656
284 -- 2023-03-21-22-35 -- 25 -- 552195
285 -- 2023-03-21-22-35 -- 25 -- 564740
286 -- 2023-03-21-22-35 -- 25 -- 576602
287 -- 2023-03-21-22-35 -- 25 -- 588446
288 -- 2023-03-21-22-35 -- 25 -- 600971
289 -- 2023-03-21-22-35 -- 25 -- 613502
290 -- 2023-03-21-22-35 -- 25 -- 624784
291 -- 2023-03-21-22-35 -- 25 -- 636628
292 -- 2023-03-21-22-35 -- 25 -- 647170
293 -- 2023-03-21-22-35 -- 25 -- 659692
294 -- 2023-03-21-22-35 -- 25 -- 672217
295 -- 2023-03-21-22-35 -- 25 -- 684740
296 -- 2023-03-21-22-35 -- 25 -- 697282
297 -- 2023-03-21-22-35 -- 25 -- 709836
298 -- 2023-03-21-22-35 -- 25 -- 721804
299 -- 2023-03-21-22-35 -- 25 -- 732374
300 -- 2023-03-21-22-35 -- 25 -- 744936
